steming_data,Score,Sentiment
langgan alhasil kena potong pulsa,-2,Negatif
lihat nama orang bayar,1,Positif
gagal verifikasi nomor telepon nomor no recomended guna,1,Positif
pro susah spam no tag,-2,Negatif
akses gratis hilang data gratis bayar guna,3,Positif
banyak premium mending dibatasin kali pakai biar suka,1,Positif
puas aplikasi inikontak curiga lacak disiniterimasih get contact,1,Positif
buruk bayak embel hubung tersambug gps hp hubung buang watu,-3,Negatif
verifikasi akun tolong baik bugnya terimakasih,1,Positif
iklan ngeri bayar,-1,Negatif
wajib premium cek tagar nomor aplikasi sampah,-4,Negatif
get contac premium kecewa banget,2,Positif
log nomor sih,1,Positif
pelit sih asa lihat tag orang update ya turun bintang ya,3,Positif
kagak dicobatr hapus tonton youtube ku coba tau,-4,Negatif
bagus nama telepon status kerja bantu,1,Positif
susah daftar nomor masuk,-2,Negatif
parah sih freenya wajib bayar,-2,Negatif
bantu suka aplikasi tau no tipu masuk no,-3,Negatif
bug bayar,-1,Negatif
dih malas apdet bayar,-1,Negatif
apk cari tipu nomor privasi,-1,Negatif
bantu info nomor nomor deteksi milik aktifitas spam,-1,Negatif
lihat orang premium haus uang banget,3,Positif
langgan tau nama kontak cari tau nomer,-2,Negatif
omong kirim verifikasi download daftar,-1,Negatif
alhamdulillah get kontak nomor modus tipu,1,Positif
bayar ya batas banget sih susah cari tau,-2,Negatif
aplikasi alami kemundurandulu bantu,-2,Negatif
bagus kontak tera muas,1,Positif
pakai premium sih kayak,-1,Negatif
baik sistem,-1,Negatif
tolong sih daftarin nomor bisnis orang asih tag waspada klayen takut nomor get kontak tolong get kontak bantu masalahini kesel deh,-1,Negatif
bagus banget apk ya pacar nama bilang apk ya jelektapi boongbiar,3,Positif
aplikasi rugi motong saldo otomatis bintang pokok curi saldo,1,Positif
bayar,-1,Negatif
get contact seribet sekarangknp login dikit dikit gagal verifikasi telpon andasalah nya mana coba,-3,Negatif
ribet aplikasi tololverifikasi by phone masuk nomor digit,-3,Negatif
getcontact kepake app byeee moga gc semkin inovasi uptodate biar tinggal app,2,Positif
akun sih verifykit ya nomor hp ya udha gagal,1,Positif
moga time extra gratis,2,Positif
bayar seru ah cek nomor langgan kayak buang duit,-2,Negatif
pasang apknya tolong baik,1,Positif
get contact asik kemarin lihat kontak orang bayar bayar lihat doang,3,Positif
guna pendektesian nomor,1,Positif
aplikasi kerren tau namanama tipu onlne sayang gratis batas bayar,-2,Negatif
keren bangeeeeettt langsung muncul tag telf worth hindar telf spam,1,Positif
bagus banget nih gun aplikasi nih rekomendasi banget tau nlfon,1,Positif
masuk login pakai google pakai fb lari tele mulu tele verikikasi,-2,Negatif
bayar bulan mending tonton iklan,-2,Negatif
lumayan bantu nama kontak tampil,1,Positif
mantap bantu,1,Positif
premium anjir dhlah uninstall cari apk,1,Positif
lihat tagnomor kasih nama orang langgan gratis,3,Positif
bantu informasi nama kontak save,1,Positif
ya kak login nomor ya dah verifikasi gagal melulu,-1,Negatif
aplilasi ya tarik kontak gbtan sv orang,2,Positif
keren iklan kesal lengkap pokok keren bintang ya breh,1,Positif
pakai premium nglawak nama tag telpon hide premium sih,2,Positif
diupdate login,-1,Negatif
premium mending kayak saran,-1,Negatif
benar banget lihat orang nge sv no thx,2,Positif
bantu filter telepon,-1,Negatif
veritifikasi gagal nomer hp masuk diveritifikasi al hasil gagal diveritifikasi,-2,Negatif
aplikasi anjeng panjang aktivasi premium izin tahi kau get kontak ku sumpahin bangkrut,-2,Negatif
no rekomen gratis lihat tagar bayar,1,Positif
guna bayar,1,Positif
terima kasih bagi informasi hindar nomor tipu kreatif modus ya,2,Positif
bagus cuman cek tag bayar hadehhh gratis cek tagnyaterima kasih,-1,Negatif
login gagaludah coba pakai googlefbemail,1,Positif
apa sesuai nyata bolak ngetes anjjj bilang,1,Positif
basi dikit dikit premium ya salah sih miskin,-3,Negatif
tolong premium lihat tag orang batas premium,2,Positif
suka bug telfon masuk gbsa angkat,-1,Negatif
manfaat bantu mengetahuimelacak nomor kenal,1,Positif
bayar,-1,Negatif
bantu menghilangkanbatas lihat kontaktag,1,Positif
bagus nama orang menelfon simpan nama,-1,Negatif
aplikasi berat bangetauto uninstall,-1,Negatif
aplikasi bayar bulan masaa limit,-2,Negatif
pas pasu nomor telfon kena batas validasi,-1,Negatif
instal usaha akun eror,-1,Negatif
muncul nama itu diangkt muncul getcntaknya,-1,Negatif
mantap aplikasi nama kontak kenal hubung hp,-1,Negatif
prabayar nik bantu sulit,1,Positif
habis baharu log,-1,Negatif
fungsi sesuai nama aplikasi,-1,Negatif
aplikasi keren bantu lacak data,-2,Negatif
verifikasi gagal mulu kali kali nomer gua panggil verifikasi,-3,Negatif
lihat nama orang sv kontak orang wa,1,Positif
mesti bayar refill cupuh iklan,-1,Negatif
maaf ya verifikasi ya hasil ya verifikasi gagal nomor tolong saran,3,Positif
aplikasinyh bantu langgan,1,Positif
keren sih tau tipu iseng cek get contac wow sih selamat tipu terimakasih get contact,-1,Negatif
wajib bayar gratis,1,Positif
aplikasi bergunadan nama kontak wa,-1,Negatif
bagus nomor orang kenal langsung otomatis blokir,1,Positif
fitur tag hidden ganggu tipu mudah ya tutup nama tipu orang,-1,Negatif
bayar nama orang,-1,Negatif
bantu aplikasi nama kontak,-1,Negatif
kebelet haji nih apk pas sepi premium pas rame premium,3,Positif
asik lihat nomor orang au ah,2,Positif
berbayarga trial,-1,Negatif
batas nama kontak nomor orang harus bayar,-2,Negatif
bagus fitur ya tingkat,2,Positif
keren mantap bantu cari orang,-1,Negatif
apa lihat tag ya bayar,1,Positif
aplikasi download buka ampas,-2,Negatif
langgan mending hapus nih apk buka bantu rugi cek tipu jahat dll langgan apk bejattt,-2,Negatif
fitur gratis bayar,1,Positif
aplikasi bikin overthinking crush tau mana henti kejar terimakasih aplikasi bantu,-4,Negatif
hasil akurat,1,Positif
lihat tag orang bayar,1,Positif
tunggu bulan kagak baljk anjg premium mulu,-2,Negatif
niat ya apk andal gara gara bayar guna hp,-1,Negatif
tagar kecuali bayar useless uninstalled,-1,Negatif
kesini aplikasi pelit,-1,Negatif
jatah gratis lihat tag kali bulan lupa,1,Positif
download langsung suruh premiumpadahal lihat nomer nomer langsung suruh prrmium,1,Positif
woiiii abang istri gue kasih nama kontak gue baca sih mantan gue baca wuuuuuuuuuuuuuuuuuuu,-1,Negatif
lumayan bagus kurang iklan ya ya,1,Positif
sesal gue update diplaystore kagak bintang gue kasih bintang update kayak aplikasi kagak,-4,Negatif
maksa banget lihat tag doang premium kemarin kebelet premium,3,Positif
sih hru premium pakai buru buru gbisa premium mending buang deh,1,Positif
lihat tag premium kecewa,2,Positif
lihat tanda ya bayar sih gratis pas download doang,3,Positif
bagus prem,1,Positif
pokok bagus apl gtc,-1,Negatif
aplikasi kesana premium,1,Positif
maksimal cuman habis bayar haruse bulan kasi gratis cari,-1,Negatif
beli aplikasi sederhana yuk bintang biar aplikasi,-1,Negatif
update rapi update asa enak pakai ya,1,Positif
bayar enak an gratis tag orang,1,Positif
ribet bosan iklan mana,-1,Negatif
sesal nama tolol moga anak tolol,-2,Negatif
tau daftar masuk ya pas sih langsung hapus habis ya kagk paham kagak erti,-1,Negatif
ecek tipu premium ya,2,Positif
kikir cuman cek doang mahal banget nih apk pakai,2,Positif
sih apk dkitpremium hp mudah,1,Positif
bad jaman,-2,Negatif
pakai langgan,1,Positif
keren aplikasi tau nelpon kayak aware tipu thank lu,-2,Negatif
didownload aplikasi berbayargak kayak,-2,Negatif
gua sumpahin nih apk bangkrut aplikasi dibalikin,-3,Negatif
susudah instal ulang dbuka,1,Positif
nomer ganti daftar nomernya hilang jam malam jam pagi otak atik nih,-1,Negatif
aplikasi aman base data,-2,Negatif
tau lihat nama kontak buruk,-1,Negatif
kode verifikasi ya ya nomer ya coba admin solusi ya,4,Positif
oke updrade tampil photo,1,Positif
langgan premium akun menjadj anonim tag akun langgan guna,4,Positif
bantu nomor telepon kontak,-1,Negatif
aplikadi saran panggil pesan no tahu tahu,-1,Negatif
aplikasi mantap bantu lacak orang tanggung jawabterus tingkat depan,-1,Negatif
langgan langgan saldo dana gue tilep aplikasi recommended download,3,Positif
mantap sekak aplikasi baca kontak masuk,-1,Negatif
aplikasi sampah enak lihat tag seseorangini aplikasi proo tipu,-2,Negatif
masuk ya coba kali kali,1,Positif
tolong astaga premium lihat orang kenaldi sekolah gua genting tipu pakai pp orang random sekolah pulsa bayar pp ya ambil kena dampaknyatolong balikin kayak maju teknologi ya apaandah gua lihat gituaja kgk beda ngapa premium tolong kerjasamanya kena tipu pengin tau sapa nipu suruh bayar keburu rajalela kayak sekolah gua,-6,Negatif
jelek apk ya sampah banget sumpah sesal gue lihat apk,1,Positif
kontak nge save masukini yahharus premiumklo iya kabarin,-1,Negatif
premium jatah gratis bulan,1,Positif
bagus iklanya minimal,-1,Negatif
login pakai google wa wa ceklis,1,Positif
aplikasi rusak login susah bayar parah,-3,Negatif
apk tipu untung cari kontaknyadan tahu deh haha thank you getcontact,-1,Negatif
download nih apk suruh bayar bayar download suruh bayar,-2,Negatif
bagus jelek lihat tag premium,1,Positif
lihat tagar beli premium,1,Positif
bayar auto uninstal,-1,Negatif
kasih bintang lebih limit orang cari bayar ya serah gjelas banget nih apk,2,Positif
bagus tau cari nomer ecek nomer penipud,-2,Negatif
kayak mala bikin bayar mending uninstal yuk kasih bintang,-1,Negatif
susa banget login kirim kode verifikasi,1,Positif
coba tulis nomor limit buruk banget sih,-1,Negatif
aplikasi cacat error telepon orang kontak,-3,Negatif
aplikasi bagus tau mnlpon wlw nomr nya disave,-2,Negatif
verifikasi panggil gagal update,-2,Negatif
bayar biar tau lihat pengin tau tag nama bikin aplikasi,-2,Negatif
uninstall lahsoal nya lihat tag bayar lihat tag gampang hk bayarsekrang cerita,2,Positif
langgan jttahun wow amaizing sekaling rakyat jelata langgan gratis pakai ya hapus,2,Positif
seyogyanya manfaat bantu identifikasi orangnomor kenal asing,1,Positif
ambil data contact orang bayar tag,-2,Negatif
login eror,-1,Negatif
hp download nih aplikasi android ya gakbisa,1,Positif
serba premium aplikasi bayar,-1,Negatif
langsung mbayar gratis,2,Positif
wa aplikasi get contact,-1,Negatif
aplikasi bagus bayar biar lihat,1,Positif
download buka ya logo ya mulu muncul,2,Positif
ngeklik atur langsung ngebug,1,Positif
taiikkk langgan cek nomer aplikasi sampah,-2,Negatif
akurat banding belah cuman nomer identifikasi nama,-1,Negatif
aplikasi bantu banget,1,Positif
pas instal aplikasi get contact nomor kenal hubung nomor telepon,-1,Negatif
gob promosi ya lihat orang nama pas gue chat ai ya nama orang ya orang eee kon dengar nih developer developer gob,7,Positif
suka banget aplikasi nomor orang alias tipu tlpon seluler,1,Positif
download aplikasi download kasih saran mending jangannn aplikasi jelek ya iniudah segitu yanm lebih maaf singgung developer,-2,Negatif
trimakasih aplikasi getcontac apdute info telepon masuklanjutkan informasi telepon namatidak sukses aplikasi getcontac,-1,Negatif
dipakek langgan duluuuu,1,Positif
aplikasi dungu enak pakai aplikasi mesti bayar,-4,Negatif
verfikasi berulangulang bisajelek nih apk,-1,Negatif
aplikasi worth lihat tag bayar payah,-1,Negatif
lihat tagar premium mending uninstall,1,Positif
susah login nya coba kali,-1,Negatif
tolong baik lagikarena pas verifikasi error,-1,Negatif
apa aplikasi bayar update kon ba anjing gatel iki,-4,Negatif
jelek fitur,-1,Negatif
kesini bayar asa free aman kasih free,2,Positif
cek tag premium,1,Positif
mentang pakai lihat tag ge premi,-1,Negatif
cek,-1,Negatif
download ya solusi,2,Positif
sih get contact asa bayar mulu mmkk cape gue iklan muluu benerin kali nge aplikasi,-2,Negatif
lumayan bantu nomor dikenaltapi simpan guna lainmeminimalisir tipu,1,Positif
aplikasi bagus mendetect orang niat buat jahat telepon baca,-1,Negatif
update aplikasi wajib bayar mari report lenyap hitam,-4,Negatif
anjir pakai premiumdlu asa,-1,Negatif
premium,1,Positif
buka tag bayar,-1,Negatif
update buruk uninstal apk,-1,Negatif
buruk iklan,-1,Negatif
getcontact cek nomer premium kayak huuuu rugi,-2,Negatif
bantu kece nomor tau milik ya,1,Positif
telpon simpan memori telpon,-1,Negatif
bantu nali no identitas,1,Positif
apk bagus kasih nomor asing telfon bayar mahal,1,Positif
tolong tambah fitur sembunyi kontak sayasoalny risih kontak orang kenal,1,Positif
kapai premium sih coba enak premium premium mohon datng tolong gratis premium,5,Positif
lihat tag lihat tag langsung suruh langgan sih,3,Positif
lihat tag ya bayar,2,Positif
kayak percumah download premium tagger tipu tipu,-1,Negatif
puas bantu banget apl ya no hp tau no berkat apl,3,Positif
beli premium gagal pakai pulsa dana gopay shopee googlepay ya help help help,4,Positif
bagus pelit kasih grtisan minimal cari nma orang kayak kali sbln,-3,Negatif
kecewa masuk ikut arah,-2,Negatif
iklan bayar,-1,Negatif
kesal app ya verifikasi awal habis verifikasi awal hufffttttt parahhh,1,Positif
apk bagus ecek nomor kepo,-1,Negatif
guna indak kontak,1,Positif
ah aplikasi asik kayak ya premium,1,Positif
uninstall dikit laku full premium,-1,Negatif
aplikasi getcontact sangatt bantu deteksi no orang tipu,-1,Negatif
apk lol lihat tanda gratis bayar mending hapus apk playstore apk niat,1,Positif
apk dikitdikit iklan dikitdikit bayar,-1,Negatif
aplikasi fungsi masuk susah nant,-3,Negatif
dasar gunaudah iklan cringe uang hilang lagiaplikasi bangkai,-1,Negatif
premium,1,Positif
niat hati biar tipu biar duit suruh bayar bayar hdehh bayar,-1,Negatif
daftar sulit nih baik aplikasi ya,1,Positif
aplikasi jelek bayar,-2,Negatif
premium kga,1,Positif
membantuk mudah akurat,1,Positif
dikit dikit premium beda,-2,Negatif
langsung otomatis blokir panggil spam,-1,Negatif
ribet woy tinggal login pakai no hp ribet kasih masuk no baik,-3,Negatif
apk rame prem pas instal apk bayar,1,Positif
instal spam call ya,1,Positif
baik nomor tagnya,1,Positif
tag gratis,1,Positif
auto uninstall lihat tag,1,Positif
tahi pasuk nomer bilang coba apk dongo,-1,Negatif
aplikasi resah toko amanah masak katain jorok telusur toko belah mohon tegas rusak reputasi orang,-2,Negatif
buruk lihat tag ya launching,1,Positif
aplikasi jancokk nama reset bikin orang salah paham,-2,Negatif
bug batas,-1,Negatif
susah banget didownload mah nungguinnya suka hapus deh,-1,Negatif
bagus banget tau deh tipu nelpon lihat nama ya,2,Positif
uninstall nih aplikasi semenjak serba premium,1,Positif
aplikasi bagus nama simpan kontak,-2,Negatif
kasih bintang premium lihat orang cari no,1,Positif
premium buka payah,1,Positif
tau lihat ya sih kasih gampang,1,Positif
susah log coba berkalikali,-1,Negatif
getcontact bantu temu nomor tlf kenal,1,Positif
aplikasi bagus buru dowlod gys lucu nama,-1,Negatif
aplikasi jelek sesuai deskriptif ya,-1,Negatif
update nama kontak,-1,Negatif
nih langgan bayar ribu,1,Positif
dk update jelek ahbayaer,-1,Negatif
bantu guna smart phone wajib aplikasi,-1,Negatif
pakai paket malas kasih bintang bentar hapus nih aplikasi,-2,Negatif
aplikasi login susah aplikasi sesal gue download aplikasi,-4,Negatif
angin ujan tbtb saldo gopay potong butuh akun premium balikin tuh saldo gopaynya,1,Positif
hahaa apaapa bayar ciikkk saing aplikasi nichhh tinggal tunggu waktuuu,-1,Negatif
coba mudah mudah sesuai expetasitrims,1,Positif
log sush banget bolak verifikasi dapt kode verifikasi,1,Positif
download bayar,1,Positif
kayak jatah lihat wajib bayar lawak auto unistal deh,-1,Negatif
asa tag tag orangkenapa,1,Positif
baik bug login,1,Positif
kecewa rena get contact bayar bayar,-1,Negatif
lihat tagar dll bayar langgan duluuninstal,1,Positif
simple,1,Positif
aplikasi buka fungsi coba,-1,Negatif
lihat tag premium apk ngemis duit,2,Positif
update lihat tag nomor bayar,1,Positif
hapus akun permanen aplikasi rugi,-2,Negatif
apk asu guna bayar bajingang tuh getkontak,1,Positif
langgan pakai,1,Positif
woy gue pengin lihat tipu pakai pp gue tolong bayar plss gue panik pengin tau suruh premium gue duit pls,-2,Negatif
pakai get contact pakai langgan mulu,1,Positif
bintang nyaslnya prabayar gratis aplikasi gratis pakai limit kayak kekttp bayarpengin pakai sih aplikasi malas prabayar buka,-2,Negatif
saldo gua sedot langgan,1,Positif
loginnya ribet mau,-1,Negatif
getcontact bayar,1,Positif
hapus tag sih update premium,-1,Negatif
minimal kasih sempat lihat tag orang lihat tipu susah irang tipu,-1,Negatif
dikit dikit iklan dikit dikit premium,-3,Negatif
kesini gabagus ya serta teman niat bantu guna hindar tipu tagar kontak tipu,2,Positif
bagus lihat tag gratis premium wkwkwkw bentar rating,3,Positif
yaelah lihat nge sv nomor langgan haji langgan download teman gaguna,3,Positif
bagus kadang nomor nama,1,Positif
membantuterutama get contact tipu,1,Positif
fitur ya premium,2,Positif
aplikasi bayar kontol,-2,Negatif
masuk pakai nomer ya muncul verivikasi panggil gagal,-2,Negatif
terima kasih coba premiun gratis erti kerja get contack,3,Positif
buka,-1,Negatif
sip sayang kuota gratis bulan,-1,Negatif
apk bagus kayak mending uninstall,-1,Negatif
membantubisa deteksi nomor hp tipu,-1,Negatif
download aplikasi lumayan bantu moga kendala,-1,Negatif
tolong min lihat tag nomor orang premiumjadi susah ecek nomer curiga,-1,Negatif
aplikasi kikir lihat tag orang,1,Positif
aplikasine bagus polapa lihat bawah bilang bagus,1,Positif
app kentut bayar limit gratis samsek,1,Positif
premium,1,Positif
ya bagus login tolong baik,1,Positif
kecewa pokok,1,Positif
aplikasi murah laku menjadijadi,-1,Negatif
aduh premium ya pasang,3,Positif
apk ya bagus sih bayar,1,Positif
kembali get contact,1,Positif
download apk login ya susa hari,1,Positif
lihat tag doang bayar ribet,-1,Negatif
mending tahu nonya boro boro,-2,Negatif
